lyrics,sentiment
"Come, come now, last call, who want some?
It's just me, two bitches, and dirty drums
Two lips to kiss, 22 mother nuns
God blessed my tongue, I need it for life
Awkward like Cartwright, twiddling my thumbs
Pondering my next accomplishments
It's condescending to say I won
Two lips, you kiss my ass tonight, huh?
I really want it, need it
Break bread or break fast
Before I blast and break legs, ride past
And they scream out ""Little Johnny is dead!"" (Oh, you dead, nigga)
You wish me well, I wish you Hell
Eternity, no such thing as time will tell
Infirmary, burn like magnetic combustion
Bad credit with me, and paramedics are hustlin'
What's the definition of water?
Sherm sticks, sipped a gallon of it when you caught us
Turn quick, I don't wanna play this for my daughter
If my son heard it, probably look at you as his father
I'm proud of myself in a bad way
Halfway house, tell it to meet me halfway
I'm passin' out, ass-whoopin'
Your ass lookin' for Michelle Obama 'til I bang on you
They couldn't
Come, come now, last call, who want some?
It's just me, two bitches, and dirty drums
Two lips to kiss, 22 mother nuns
God blessed my tongue, I need it for life
Awkward like Cartwright, twiddling my thumbs
Pondering my next accomplishments
It's condescending to say I won
Two lips, you kiss my ass tonight, huh?","power, tension"
"Tell me find your spot with the warning that I might slip
And when you climb on top that's the ultimate road trip
Ride on me like your Pac got me thinkin' it's 96'
I can rap on some nineties shit, wrap your leggings around my hip
I'm so hip to it, tourists want to come speculate
But if I stay monogamous promise this kiss will always taste like candy
And, yeah, it's obvious momma now probably can't stand me
I'm sure they're tired of this look that you have when you're antsy
We gon' fuck around (Mmm), we gon' fuck around
And triple through triplets of babies right now
And that might break the record and no, that don't mean you're fertile
That means we're fucking reckless, plus we don't use protection
I find myself reading old text messages when I'm bored
We find ourselves sexting 'til that connection is restored
I know that sounds immature, but if we never grow up
Then I wish you good luck on the seats thats inside this Porsche
Shine like blood diamonds
Learning to have patience only cause you are timeless
The universe energy doesn't lie
And this chemistry is infinity at a million times
I wrote a million rhymes describing your star power
And after 24 bars, you get 24 hours","power, tension"
"Pour up (Drank), head shot (Drank)
Sit down (Drank), stand up (Drank)
Pass out (Drank), wake up (Drank)
Faded (Drank), faded (Drank)
Now, I done grew up round some people livin' their life in bottles
Granddaddy had the golden flask, backstroke every day in Chicago
Some people like the way it feel, some people wanna kill their sorrow
Some people wanna fit in with the popular, that was my problem
I was in a dark room, loud tunes, lookin' to make a vow soon
That I'ma get fucked up, fillin' up my cup I see the crowd mood
Changin' by the minute and the record on repeat
Took a sip, then another sip, then somebody said to me
Nigga, why you babysittin' only two or three shots?
I'ma show you how to turn it up a notch
First, you get a swimming pool full of liquor, then you dive in it
Pool full of liquor, then you dive in it
I wave a few bottles, then I watch 'em all flock
All the girls wanna play Baywatch
I got a swimming pool full of liquor and they dive in it
Po-Pool full of liquor, I'ma dive in it
Pour up (Drank), head shot (Drank)
Sit down (Drank), stand up (Drank)
Pass out (Drank), wake up (Drank)
Faded (Drank), faded (Drank)
Okay, now open your mind up and listen me, Kendrick
I am your conscience, if you do not hear me then you will be history, Kendrick
I know that you're nauseous right now and I'm hopin' to lead you to victory, Kendrick
If I take another one down, I'ma drown in some poison, abusin' my limit
I think that I'm feelin' the vibe, I see the love in her eyes
I see the feelin', the freedom is granted as soon as the damage of vodka arrived
This how you capitalize, this is parental advised, and apparently, I'm over-influenced
By what you are doin', I thought I was doin' the most 'til someone said to me
Nigga, why you babysittin' only two or three shots?
I'ma show you how to turn it up a notch
First, you get a swimming pool full of liquor, then you dive in it
Pool full of liquor, then you dive in it
I wave a few bottles, then I watch 'em all flock
All the girls wanna play Baywatch
I got a swimming pool full of liquor and they dive in it
Po-Pool full of liquor, I'ma dive in it
Pour up (Drank), head shot (Drank)
Sit down (Drank), stand up (Drank)
Pass out (Drank), wake up (Drank)
Faded (Drank), faded (Drank)
I ride, you ride, bang
One chopper, one hundred shots, bang
Hop out, do you bang?
Two chopper, two hundred shots, bang
I ride, you ride, bang
One chopper, one hundred shots, bang
Hop out, do you bang?
Two chopper, two hundred shots, bang
Nigga, why you babysittin' only two or three shots?
I'ma show you how to turn it up a notch
First, you get a swimming pool full of liquor, then you dive in it
Pool full of liquor, then you dive in it
I wave a few bottles, then I watch 'em all flock
All the girls wanna play Baywatch
I got a swimming pool full of liquor and they dive in it
Po-Pool full of liquor, I'ma dive in it
Pour up (Drank), head shot (Drank)
Sit down (Drank), stand up (Drank)
Pass out (Drank), wake up (Drank)
Faded (Drank), faded (Drank)
Sherane
Sherane (Pool—Kendrick—Kendrick—lies in it)
Sherane, Sherane
(W-watch 'em all flock) Aw man…
Sherane (Girls wanna play-play-play)
Where is she takin' me? (I got)
Where is she takin' me? (Pool full of liquor, I'ma die in...)
All I—all I—all I—
All I have in life is my new appetite for failure
And I got hunger pain that grow insane, tell me, do that sound familiar?
If it do, then you're like me, makin' excuse that your relief
Is in the bottom of a bottle and the greenest indo leaf
As the window open, I release everything that corrode inside of me
I see you jokin', why you laugh? Don't you feel bad? I prob'ly sleep
And never ever wake up, never ever wake up, never ever wake up
In God I trust, but just when I thought I had enough
""They stomped the homie out over a bitch?
K-Dot, you good, blood?
Now we can drop, ye we can drop you back off""
""That nigga's straight, man, that nigga ain't trippin'""
""We gon' do the same ol' shit
I'ma pop a few shots, they gon' ru—they run opposite way
Fall right in ****'s lap
And he gon' tear they ass up, simple as that""
""And I hope that bitch that set him up, out there
We gon' pop that bitch too""
""Wait hold up, ayy, I see somebody""
*Car door opens and gunshots are fired*
""Aha! Got them niggas, K-Dot, you good?""
""L****, you good?""
""Yeah, blood, I'm good – Dave, you good?
Dave? Dave, say somethin' – Dave?
These bitch-ass niggas killed my brother!""","power, tension"
"Don't judge me
I know this girl, she a real good girl and she be low-key
Looking like a star with a real nice car, a Mercedes key
And she got a nigga and she love this nigga, well, at least I think
Every time we bark, she pay us no mind in the middle of the street
She be like
Fuck them other niggas 'cause I'm down for my nigga
Fuck them other niggas 'cause I'm down for my nigga
Fuck them other niggas, I'll ride for my nigga
I'll die for my nigga, fuck them other—
Until one day, he wasn't acting right
In the middle of the night, she checked his phone, Erica, right?
When he pled the Fifth, man, it was on, matter fact, she gone
Matter fact, Tyrone was on speed dial, so when she got home
It was going down, she go
Fuck that other nigga when she tired of her nigga
Fuck that other nigga when she tired of her nigga
Fuck that other nigga when she tired of her nigga
Sick of lies from her nigga, fuck that other—
I know this girl, she a real hood girl, and she with the shit
Keep her hair tied up, big bamboos, Mike Jordan kicks
With that big butt, but when I try to holla, she gon' resist
In her man, she trust, so when I walk by her, she be screaming this
She be like
Fuck them other niggas 'cause I'm down for my nigga
Fuck them other niggas 'cause I'm down for my nigga
Fuck them other niggas, I'll ride for my nigga
I'll die for my nigga, fuck them other—
Until one day, he wasn't acting right
In the middle of the night, she checked his pockets, found condoms by
Magnum, and the moment they was acknowledged, she popped his eye
Then ran outside, then started drivin' on the passenger side
Homeboy was smiling, she gon'
Fuck that other nigga when she tired of her nigga
Fuck that other nigga when she tired of her nigga
Fuck that other nigga when she tired of her nigga
Sick of lies from her nigga, fuck that other—
And so these girls, these vulnerable girls
Took they men up, put 'em in they world, they vulnerable world
And just like that, it was only gettin', got they feelings hurt
Tell me how that sound? They got fed up with the biggest question mark
They curious now
'Cause when women get sick of men, they think of a big helping hand
To lend each other, uncover emotions when lights dim
So when she telling her to come over, it'll be alright
The minute she hit the block and turn left, she'll be turning dyke, they go
Fuck with other bitches when they tired of these niggas
Fuck with other bitches when they tired of these niggas
Fuck with other bitches on the side 'cause these niggas—","power, sadness, tension"
"Everybody, everybody, everybody
Everybody sit yo bitch-ass down
And listen to this true mothafuckin' story
Told by Kendrick Lamar on Rosecrans, ya bitch
Smokin' on the finest dope, ayy-ayy-ayy-ah
Drank until I can't no mo', ayy-ayy-ayy-ah
Really I'm a sober soul
But I'm with the homies right now
And we ain't askin' for no favors
Rush a nigga quick, then laugh about it later, ayy-ayy-ayy-ah
Really, I'm a peacemaker
But I'm with the homies right now
And Momma used to say (Say, say, say, say)
One day it's gon' burn you out (Woo)
One day it's gon' burn you out, out, out
One day it's gon' burn you out (You, you, you, you, you, you)
One day it's gon' burn you
But I'm with the homies right now
Me and my niggas four deep in a white Toyota
A quarter tank of gas, one pistol, an orange soda
Janky stash box when the federales'll roll up
Basketball shorts with the Gonzales Park odor
We on the mission for bad bitches and trouble
I hope the universe love you today
'Cause the energy we bringin' sure to carry away
A flock of positive activists that fill they body with hate
If it's necessary; bumpin' Jeezy first album, lookin' distracted
Speakin' language only we know, you think it's an accent
The windows roll down, all I see is a hand pass it
Hotboxin' like George Foreman grillin' the masses
Of the workin' world; we pulled up on a bunch of workin' girls
And asked them what they workin' with
Look at me, I got the blunt in my mouth
Usually I'm drug-free, but, shit, I'm with the homies
Yeah, nigga, we off a pill and Rémy Red
Come through and bust ya head, nigga!
Me and the homies
Sag all the way to the liquor store
Where my niggas pour up 4 and get twisted some more
Me and the homies
I ride for my mothafuckin' niggas
Hop out, do my stuff, then hop back in
Me and the homies
Matter of fact, I hop out that mothafucka
And be like ""doo-doo-doo-doot, doo-doo-doo-doo-doot!”
It's 2:30 and the sun is beamin'
Air conditioner broke and I hear my stomach screamin'
Hungry for anything unhealthy
And if nutrition can help me
I'll tell you to suck my dick, then I'll continue eatin'
We speedin' on the 405, passin' Westchester
You know, the light-skinned girls in all the little dresses
Good Lord, they knew we weren't from 'round there
'Cause every time we down there
We pullin' out the Boost Mobile SIM cards
Bougie bitches with no extensions
Hood niggas with bad intentions, the perfect combination
Before we sparked a conversation
We seen three niggas in colors we didn't like
Then started interrogatin'
I never was a gangbanger, I mean
I never was stranger to the fonk neither, I really doubt it
Rush a nigga quick and then we laugh about it
That's ironic, 'cause I've never been violent
Until I'm with the homies
(Just ridin', just ridin')
Me and the homies
(Bullshittin', actin' a fool)
Me and the homies
(Trippin', really trippin')
Me and the homies
(Just ridin', just ridin', just ridin')
Braggin' 'bout the episode we just had
A shot of Hennessy didn't make me feel that bad
I'm usually a true firm believer of bad karma
Consequences from evil will make your past haunt ya
We tryna conquer the city with disobedience
Quick to turn it up, even if we ain't got the CD in
But Jeezy still playin'
And our attitude is still ""nigga, what is you sayin'?""
Pull in front of the house
That we been campin' out for like two months
The sun is goin' down as we take whatever we want
Ayy, ayy, nigga, jackpot, nigga, pop the safe!
Ayy, nigga, I think there's somebody in this room!
Wait, what?!
Nigga, there's somebody in this room!
I hit the back window in search of any Nintendo
DVD's, plasma-screen TV's in the trunk
We made a right, then made a left, then made a right
Then made a left, we was just circlin' life
My mama called: ""Hello? What you doin'?"" — ""Kickin' it.""
I shoulda told her I'm probably 'bout to catch my first offense
With the homies
(Police sirens)
But – they made a right, then made a left
Then made a right, then another right
One lucky night with the homies","power, tension"
"Everything black, I don't want black (They want us to bow)
I want everything black, I ain't need black (Down to our knees)
Some white, somethin' black, I ain't mean black (And pray to the God)
I hate everything black (We don't believe)
Black, I want all things black
I don't need black, I want everything black
I don't need black, our eyes ain't black
I own black, I own everything black
Six in the morn'
Fire in the street
Burn, baby, burn (You, you, you, you, you)
That's all I wanna see (You, you, you, you, you)
And sometimes I get off watchin' you die in vain
It's such a shame, they may call me crazy
They may say I suffer from schizophrenia or somethin'
But homie, you made me (You, you, you, you, you)
Black don't crack, my nigga
I'm the biggest hypocrite of 2015
Once I finish this, witnesses will convey just what I mean
Been feelin' this way since I was sixteen, came to my senses
You never liked us anyway, fuck your friendship, I meant it
I'm African-American, I'm African, I'm black as the moon
Heritage of a small village, pardon my residence
Came from the bottom of mankind
My hair is nappy, my dick is big, my nose is round and wide
You hate me, don't you?
You hate my people, your plan is to terminate my culture
You're fuckin' evil
I want you to recognize that I'm a proud monkey
You vandalize my perception but can't take style from me
And this is more than confession
I mean I might press the button just so you know my discretion
I'm guardin' my feelings, I know that you feel it
You sabotage my community, makin' a killin'
You made me a killer, emancipation of a real nigga
The blacker the berry, the sweeter the juice
The blacker the berry, the sweeter the juice
The blacker the berry, the sweeter the juice
The blacker the berry, the bigger I shoot
I'm the biggest hypocrite of 2015
Once I finish this, witnesses will convey just what I mean
I mean, it's evident that I'm irrelevant to society
That's what you're tellin' me, penitentiary would only hire me
Curse me 'til I'm dead, church me with your fake prophesizing
That I'ma be just another slave in my head
Institutionalized manipulation and lies
Reciprocation of freedom only live in your eyes
You hate me, don't you?
I know you hate me just as much as you hate yourself
Jealous of my wisdom and cards I dealt
Watchin' me as I pull up, fill up my tank, then peel out
Muscle cars like pull-ups, show you what these big wheels 'bout, ah
Black and successful, this Black man meant to be special
Katzkins on my radar, bitch, how can I help you?
How can I tell you I'm making a killin'?
You made me a killer, emancipation of a real nigga
The blacker the berry, the sweeter the juice
The blacker the berry, the sweeter the juice
The blacker the berry, the sweeter the juice
The blacker the berry, the bigger I shoot
I'm the biggest hypocrite of 2015
When I finish this, if you listen, then sure you will agree
This plot is bigger than me, it's generational hatred
It's genocism, it's grimy, little justification
I'm African-American, I'm African
I'm Black as the heart of a fuckin' Aryan
I'm Black as the name of Tyrone and Darius, excuse my French
But fuck you — no, fuck y'all, that's as blunt as it gets
I know you hate me, don't you?
You hate my people, I can tell 'cause it's threats when I see you
I can tell 'cause your ways deceitful
Know I can tell because you in love with that Desert Eagle
Thinkin' maliciously, he get a chain then you gon' bleed him
It's funny how Zulu and Xhosa might go to war
Two tribal armies that wanna build and destroy
Remind me of these Compton Crip gangs that live next door
Beefin' with Pirus, only death settle the score
So don't matter how much I say I like to preach with the Panthers
Or tell Georgia State ""Marcus Garvey got all the answers""
Or try to celebrate February like it's my B-Day
Or eat watermelon, chicken, and Kool-Aid on weekdays
Or jump high enough to get Michael Jordan endorsements
Or watch BET 'cause urban support is important
So why did I weep when Trayvon Martin was in the street
When gang-banging make me kill a nigga blacker than me?
Hypocrite!","power, tension"
"Recognize my life, ridicule my fight
Give me fuel for the fire burnin' when I yearn these lights
In the midst of the hieroglyphs my fingertips start to write
Get familiar with Cartwright, ‘cause I want that shot
I'm a raging bull when the needle drops
For the record, I'ma wreck it, even if my record don't pop
I'ma tie a knot on a downtown buildin'
Let it tow behind me, tell 'em they can find me
In the dark with the ghetto children
Look at my heart, nigga, fuck your feelings, this is me
Recognize my life, ridicule my fight
Give me fuel for the fire burnin' when I yearn these lights
In the midst of the hieroglyphs my fingertips start to write
Get familiar with Cartwright, ‘cause I want that shot
I'm a raging bull when the needle drops
For the record, I'ma wreck it, even if my record don't pop
I'ma tie a knot on a downtown buildin'
Let it tow behind me, tell 'em they can find me
In the dark with the ghetto children
Look at my heart, nigga, fuck your feelings, this is me
Recognize my life, ridicule my fight
Give me fuel for the fire burnin' when I yearn these lights
In the midst of the hieroglyphs my fingertips start to write
Get familiar with Cartwright, ‘cause I want that shot
I'm a raging bull when the needle drops
For the record, I'ma wreck it, even if my record don't pop
I'ma tie a knot on a downtown buildin'
Let it tow behind me, tell 'em they can find me
In the dark with the ghetto children
Look at my heart, nigga, fuck your feelings, this is me
Kendrick, and I wear pendant on my shoulder
Soldier, like a lieutenant
And the coupe tinted, got pulled over
Johnny always lock a nigga down, knowin' damn well
We don't wanna see the box like Manny Pacquiao
Little nigga Mayweather size
Ride like Pac in his prime; Thug Life is now on radar
'Til the federal come through and raid ours
Reminiscin' when the L.A. Raiders
Was in my home, snapback fitted on my uncle's dome
And I don't condone dickridin'
I'm addicted to Westsidin'
Livin' in a city where the skinny niggas die
And the semi bullets fly, but it turned me to a lion
Tryin'… and I mean that shit
Game came through, put the city on his back
I was in the city where a nigga hadn't seen that shit
""Compton!"" – a nigga gotta scream that shit
Never went commercial, never TV-screened that shit
Can't block or screen that shit
Now everybody sing that shit!","power, tension"
"Don't tell a lie on me
I won’t tell the truth 'bout you
Don't tell a lie on me
I won’t tell the truth 'bout you
Thirty millions later, my future favors
The legendary status of a hip-hop rhyme savior
Travel round the atlas in this spaceship
Candy-coated, my day shift's
Been devoted to fuckin' up bundles of paper
Pi equals three-fourteen
The devil's pie is big enough to justify the whole thing
Wait up, lampin' in Jamaica
The clouds turnin', my thoughts turnin'
Burnin’ castor oil, yo I been determined to make an earnin’
This seed in this soil is classified
I'm satisfied when I strategize my kid’s future
I ain't sanctified enough to say that I won't shoot ya
I done vandalized the industry full circuit
The earthiest slash thirstiest nigga you know versus this
Scum of a land that transcend two surfaces
The richer the poorer, the bigger the picture
The more blood pours, but—
Don't tell a lie on me
I won’t tell the truth 'bout you
Don't tell a lie on me
I won't tell the truth 'bout you
My fans can't wait for me to son ya punk-ass
And crush ya whole lil' shit
I'll Big Pun ya punk-ass, you a scared lil' bitch
Tiptoein' around my name, nigga, you lame
And when I get at you, homie
Don't you tell me you was just playin'
""Oh, I was just playin', K-Dot
C'mon, you know a nigga rock witchu, bro""
Shut the fuck up, you sound like the last nigga I know
Might end up like the last nigga I know
Oh, you don't wanna clash? Nigga, I know
I put my foot on the gas, head on the floor
Hoppin' out before the vehicle crash, I'm on a roll
Yellin', ""One, two, three, four, five
I am the greatest rapper alive""
So damn great, motherfucker, I've died
What you hearin' now is a paranormal vibe
House on the hill, house on the beach, nigga (Facts)
A condo in Compton, I'm still in reach, nigga (Facts)
I'm fresh out the water, I'm 'bout to breach, nigga
The five-foot giant woke up out of his sleep, nigga
Oh yeah, oh yeah, mo' cars, mo' lears
Mo' bars, no peers, no scars, no fear—fuck y'all, sincere
I heard the whispers, I curved the whispers
You know what the risk is
Earthed in ditches, your body revertin' to stiffness
The whole world gone mad
Bodies is addin' up, market's about to crash
Niggas is fake rich, bitches is fake bad
Blacks that act white, whites that do the dab
Donald Trump is a chump
Know how we feel, punk—tell him that God comin'
And Russia need a replay button, y'all up to somethin'
Electorial votes look like memorial votes
But America's truth ain't ignorin' the votes
It's blasphemy, how many gon' blast for me?
I prophesized on my last song, you laughed at me
But when the shit get brackin', don't you ask for me
How many leaders gon' tell you the truth after me?
G Malone, big bro, kudos to him
I was two O's from a M, tryna be big as Em
Thirty millions later, my future favors
The legendary status of a hip-hop rhyme savior
Salmon and capers, fame and lawsuits
You lookin' at me in Chucks, I'm lookin' at y'all suits
Me and Top Dawg playin' rock-paper-scissors in court
A real hustler lose money just to go get some more
I said it's like that, dropped one classic, came right back
'Nother classic, right back
My next album, the whole industry on a ice pack
With TOC, you see the flames
In my E-Y-E's—it's not a game
And the whole world is goin' mad, daddy, it's sad, daddy
My only advice? Go and get you a bag, daddy
Lee Baca on trial tryna portray a boxer
Beatin' up on my niggas while the CO's watch him
Tables turned, lesson learned, my best look
You jumped sides on me, now you 'bout to meet Westbrook
Go celebrate witcha team and let victory vouch you
Just know, the next game played I might slap the shit out you
Technical foul, I'm flagrant, I'm foul
They throwin' me out, you throw in the towel
Look at the crowd, they— (Naw, I don't like that)
Look at my smile, I'm smirkin'
Calm but urgent (That ain't the style, fuck!)
So many verses, you live in denial (Fuck!)
So many verses, I never run out (What?)
You makin' him nervous, the music is loud
Ho, JAY-Z Hall of Fame, sit yo' punk-ass down!
(Sit yo punk-ass down)
So that means you ain't bigger than rapping (What else?)
So that means no more playin' the back scenes (What else?)
My spot is solidified if you ask me (What else?)
My name is identified as ""That King""
I'll let y'all worry 'bout a list, I'm on some other shit
A difference between accomplishments and astonishments
You know what time it is, ante up, this is in forever
Y'all got 'til April the 7th to get y'all shit together
Let's get it!
Look, look!
On foenem","power, tension"
"As I get a little older, I realize life is perspective
And my perspective may differ from yours
I wanna say thank you to everyone that's been down with me
All my fans, all my beautiful fans
Anyone who's ever gave me a listen, all my people
I come from a generation of pain, where murder is minor
Rebellious and Margielas'll chip you for designer
Belt buckles and clout, overzealous if prone to violence
Make the wrong turn, be it will or the wheel alignment
Residue burned, mist of the inner-city
Miscommunication to keep homi' detective busy
No protection is risky
Desensitized, I vandalized pain, covered up and camouflaged
Get used to hearin' arsenal rain
Analyze, risk your life, take the charge
Homies done fucked your baby mama once you hit the yard
That's culture
Twenty-three hour lockdown, then somebody called
Said your lil' nephew was shot down, the culture's involved
I done seen niggas do seventeen, hit the halfway house
Get out and get his brains blown out, lookin' to buy some weed
Car wash is played out, new GoFundMe accounts'll proceed
A brand-new victim'll shatter those dreams
The culture
(I want, I want, I want, I want)
But I want you to want me too (I want, I want, I want, I want)
I want the hood to want me back (I want, I want, I want, I want)
I want the hood
Look what I done for you (Look what I done for you)
Look what I done for you
I said I do this for my culture
To let y'all know what a nigga look like in a bulletproof Rover
In my mama's sofa was a doo-doo popper
Hair trigger, walk up closer, ain't no Photoshoppin'
Friends bipolar, grab you by your pockets
No option if you froze up, always play the offense
Niggas goin' to work and sellin' work, late for work
Workin' late, prayin' for work, but he on paperwork
That's the culture, point the finger, promote ya
Remote location, witness protection, they gon' hold ya
The streets got me fucked up, y'all can miss me
I wanna represent for us
New revolution was up and movin'
I'm in Argentina wiping my tears, full of confusion
Water in between us, another peer's been executed
History repeats again
Make amends, then find a nigga with the same skin to do it
But that's the culture, crack a bottle
Hard to deal with the pain when you're sober
By tomorrow, we forget the remains, we start over
That's the problem
Our foundation was trained to accept whatever follows
Dehumanized, insensitive
Scrutinize the way we live for you and I
Enemies shook my hand, I can promise I'll meet you
In the land where no equal is your equal
Never say I ain't told ya, nah
In the land where hurt people hurt more people
Fuck callin' it culture
Take the drums out
Celebrate new life when it come back around
The purpose is in the lessons we learnin' now
Sacrifice personal gain over everything
Just to see the next generation better than ours
I wasn't perfect, the skin I was in had truly suffered
Temptation, impatience, everything that the body nurtures
I felt the good, I felt the bad, and I felt the worry
But all-in-all, my productivity had stayed urgent
Face your fears, always knew that I would make it here
Where the energy is magnified and persevered
Consciousness is synchronized and crystal-clear
Euphoria is glorified and made His
Reflectin' on my life and what I done
Paid dues, made rules, change outta love
Them same views made schools change curriculums
But didn't change me starin' down the barrel of the gun
Should I feel resentful I didn't see my full potential?
Should I feel regret about the good that I was into?
Everything is everything, this ain't coincidental
I woke up that morning with more heart to give you
As I bleed through the speakers, feel my presence
To my brother, to my kids, I'm in Heaven
To my mother, to my sis, I'm in Heaven
To my father, to my wife, I am serious, this is Heaven
To my friends, make sure you countin' them blessings
To my fans, make sure you make them investments
And to the killer that sped up my demise
I forgive you, just know your soul's in question
I seen the pain in your pupil when that trigger had squeezed
And though you did me gruesome, I was surely relieved
I completed my mission, wasn't ready to leave
But fulfilled my days, my Creator was pleased
I can't stress how I love y'all
I don't need to be in flesh just to hug y'all
The memories recollect just because y'all
Celebrate me with respect
The unity we protect is above all
And Sam, I'll be watchin' over you
Make sure my kids watch all my interviews
Make sure you live out our dreams we produced
Keep that genius in your brain on the move
And to my neighborhood, let the good prevail
Make sure them babies and the leaders outta jail
Look for salvation when troubles get real
'Cause you can't help the world until you help yourself
And I can't blame the hood the day that I was killed
Y'all had to see it, that's the only way to feel
And though my physical won't reap the benefits
The energy that carry on emits still
I want you","power, sadness, tension"
"Sitting in the studio thinking about which mood would go
Right now, freestyle or write down, whatever
It still'll come up clever, I just need to free my thoughts
And Lord knows that I know better, but I ain't perfect
I ain't seen too many churches or know them testament verses
You should either hear me now or go deaf
Or end up dead, die trying and know death
Might end up dead, swallow blood, swallow my breath
Fuck a funeral, just make sure you pay my music respect, nigga
I mean that from the bottom of my heart
You see my art is all I have
And victory tastes sweet, even when the enemy can throw salt
Still knock them out the park like a fucking tow car
Let bygones be bygones, but where I'm from
We buy guns and more guns to give to the young
I'm living the life of a nigga trapped, nigga
Inside the system all you envision is trap niggas
My uncle doing life inside prison; he wasn't wrapped too tight
He told me ""Rap about life, not rap niggas""
That's why I'm shaking my head when you rap-dissin'
My stomach start turning, my nerves get to twitching
I start evaluating, then my final intuition
Is that you wishing a come up, would just come up
We used to beefing over turf, fuck beefing over a verse
Niggas dying, motherfuck a double entendre
And this is Comp-ton, lions in the land of the triumph
Wrap-Saran our defiance, ban our alliance
Put burners in the hands of the black man
One hood with 20 four-fours like a cloned Kobe Bryant
You probably heard I wanna be heard and wonder who I am
You probably even listened to ""Faith,"" and think I know Zion
But really I'm just caught in the loop, of understanding the truth
Because it seem like it's always clashing with science
I got a big fear of flying
My future so bright I'd probably go blind before I blink twice
I ain't lying
I swear to God, half of y'all just don't know Kendrick
The school of hard knocks, we was the first ones in attendance
You walking down the block, he got shot, you are no eye witness
You just mind your business
You just turn your head, kneel down and then tie your tennis
It's kind of scary, ain't it?
You can't act like no bitch, that only got Tyler Perry famous
Just let me explain this, why you pick up that stainless?
'Cause your pops wasn't anxious to see you and you hate it
So much you probably had your burner tucked at graduation
So if you see him on 'em bleachers then you kill him
Facing 25 to life with a murder charge
Your enemies was the prey and now you pray to God
I pray these bars get farther than Compton
And if our record never break, I still won’t break my promise
I promise to keep it honest
Secret society, all we ask is trust
And all we lack is communication like service sucks
The people scared of annihilation when Kingdom Come
And I'm like, ""The Kendrick Lamar OD in less than a month, all right?""
Gotta keep it pushing
Can't let the government tell me how my future looking
I'm on Rosecrans and Central trying to duck the central bookins'
If the fucking pigs get behind me then you know I'm bookin'
Never will I surrender
I been a warrior when I came out my mom's placenta
In the gutter lane like I'm Master Splinter
How splendid, I guess my project had did it
Got all these niggas approaching they mixtapes different
They said seven tracks, I said 15
Called it an EP, they said I’m trippin'
But little did they know, I’m tryna' change the rules
That we’ve been confined to, so the corporate won’t make decisions
Uppity bitches handling business
Killing our dreams, stealing our vision
Out in Haiti, adolescents barely have a home
In LA everybody think they fucking on
Hop on Twitter, perpetrate we doing big shit
Who we hanging with and bragging about the iPhone
I swear to God most of y'all cats just don’t know Kendrick
You barely know yourself, so I guess most of y'all should be offended
Ain’t doing this for my health, I’m tryna' purchase my momma dem' Benzes
Occupying my time with riches, justifying my time ambitions
Just to coincide, just to go inside, plus we idolize why we living
Look, the mastermind took the master's mind
Just the perfect time, just to master mine
Just to match the grind with precision
Look, the mastermind took - (cough)","power, sadness, tension"
